,type,id,attributes_count,attributes.lineage,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.hierarchy.class,attributes.hierarchy.order,attributes.hierarchy.phylum,attributes.hierarchy.kingdom,attributes.hierarchy.species,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
160,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Odoribacteraceae:Butyricimonas,15,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Odoribacteraceae:Butyricimonas,Odoribacteraceae,Butyricimonas,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Butyricimonas,Odoribacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AOdoribacteraceae%253AButyricimonas,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,118.0,0.7131633023,15.0,0.1112512052,,
161,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae,6,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae,Coriobacteriaceae,,Coriobacteriia,Coriobacteriales,Actinobacteria,Bacteria,,Bacteria,Coriobacteriaceae,Coriobacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae,MGYA00005292,17680.0,99.915230291,1021.0,5.769991523,17.0,0.0960723368,17.0,0.0961212258,17.0,0.1027438656,,,,
162,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:dolichum,7,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:dolichum,Erysipelotrichaceae,Eubacterium,Erysipelotrichi,Erysipelotrichales,Firmicutes,Bacteria,dolichum,Bacteria,dolichum,Eubacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AEubacterium%253Adolichum,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,101.0,0.570782707,101.0,0.5710731652,101.0,0.6104194367,13.0,0.0964177112,7.0,0.3043478261
163,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Clostridium:methylpentosum,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Clostridium:methylpentosum,Ruminococcaceae,Clostridium,Clostridia,Clostridiales,Firmicutes,Bacteria,methylpentosum,Bacteria,methylpentosum,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AClostridium%253Amethylpentosum,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,2051.0,12.3957451952,91.0,0.6749239783,2.0,0.0869565217
164,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Gracilibacteraceae:Gracilibacter,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Gracilibacteraceae:Gracilibacter,Gracilibacteraceae,Gracilibacter,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Gracilibacter,Gracilibacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AGracilibacteraceae%253AGracilibacter,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,1.0,0.0060437568,1.0,0.007416747,,
165,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Anaerovibrio,4,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Anaerovibrio,Veillonellaceae,Anaerovibrio,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Anaerovibrio,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AAnaerovibrio,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,1201.0,7.2585519159,4.0,0.0296669881,,
166,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:equi,1,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:equi,Streptococcaceae,Streptococcus,Bacilli,Lactobacillales,Firmicutes,Bacteria,equi,Bacteria,equi,Streptococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AStreptococcaceae%253AStreptococcus%253Aequi,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,79.0,0.4464538005,66.0,0.3731765238,58.0,0.3505378944,52.0,0.3856708448,1.0,0.0434782609
167,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Hafnia:alvei,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Hafnia:alvei,Enterobacteriaceae,Hafnia,Gammaproteobacteria,Enterobacteriales,Proteobacteria,Bacteria,alvei,Bacteria,alvei,Hafnia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AHafnia%253Aalvei,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,93.0,0.5255721955,71.0,0.4014474726,71.0,0.4291067327,1.0,0.007416747,1.0,0.0434782609
168,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Citrobacter,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Citrobacter,Enterobacteriaceae,Citrobacter,Gammaproteobacteria,Enterobacteriales,Proteobacteria,Bacteria,,Bacteria,Citrobacter,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ACitrobacter,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,93.0,0.5255721955,71.0,0.4014474726,71.0,0.4291067327,1.0,0.007416747,,
169,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Neisseriales:Neisseriaceae,1,Bacteria:Proteobacteria:Betaproteobacteria:Neisseriales:Neisseriaceae,Neisseriaceae,,Betaproteobacteria,Neisseriales,Proteobacteria,Bacteria,,Bacteria,Neisseriaceae,Neisseriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ANeisseriales%253ANeisseriaceae,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,981.0,5.5439389658,1.0,0.0056541898,1.0,0.0060437568,,,,
170,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Clostridium:fimetarium,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Clostridium:fimetarium,Lachnospiraceae,Clostridium,Clostridia,Clostridiales,Firmicutes,Bacteria,fimetarium,Bacteria,fimetarium,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AClostridium%253Afimetarium,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,3965.0,23.9634957089,91.0,0.6749239783,2.0,0.0869565217
171,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospira:pectinoschiza,20,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospira:pectinoschiza,Lachnospiraceae,Lachnospira,Clostridia,Clostridiales,Firmicutes,Bacteria,pectinoschiza,Bacteria,pectinoschiza,Lachnospira,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ALachnospira%253Apectinoschiza,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,3965.0,23.9634957089,935.0,6.9346584588,20.0,0.8695652174
172,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Roseburia,401,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Roseburia,Lachnospiraceae,Roseburia,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Roseburia,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARoseburia,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,3965.0,23.9634957089,473.0,3.508121338,,
173,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae,32,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae,Erysipelotrichaceae,,Erysipelotrichi,Erysipelotrichales,Firmicutes,Bacteria,,Bacteria,Erysipelotrichaceae,Erysipelotrichales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,101.0,0.570782707,101.0,0.5710731652,101.0,0.6104194367,,,,
174,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnobacterium,18,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnobacterium,Lachnospiraceae,Lachnobacterium,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Lachnobacterium,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ALachnobacterium,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,3965.0,23.9634957089,18.0,0.1335014463,,
175,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptococcaceae,3,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptococcaceae,Peptococcaceae,,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Peptococcaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptococcaceae,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,5.0,0.030218784,,,,
176,organisms,Bacteria:Proteobacteria:Betaproteobacteria:SC-I-84,1,Bacteria:Proteobacteria:Betaproteobacteria:SC-I-84,,,Betaproteobacteria,SC-I-84,Proteobacteria,Bacteria,,Bacteria,SC-I-84,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ASC-I-84,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,981.0,5.5439389658,1.0,0.0056541898,,,,,,
177,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:torques,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:torques,Lachnospiraceae,Ruminococcus,Clostridia,Clostridiales,Firmicutes,Bacteria,torques,Bacteria,torques,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARuminococcus%253Atorques,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,3965.0,23.9634957089,326.0,2.4178595268,1.0,0.0434782609
178,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales,61,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales,,,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Bacteroidales,Bacteroidia,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,,,,,,
179,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:coprophilus,4,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:coprophilus,Bacteroidaceae,Bacteroides,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,coprophilus,Bacteria,coprophilus,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Acoprophilus,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,2472.0,14.9401668077,2443.0,18.1191129571,4.0,0.1739130435
180,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae,4,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae,Streptococcaceae,,Bacilli,Lactobacillales,Firmicutes,Bacteria,,Bacteria,Streptococcaceae,Lactobacillales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AStreptococcaceae,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,79.0,0.4464538005,66.0,0.3731765238,58.0,0.3505378944,,,,
181,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae,1,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae,Pasteurellaceae,,Gammaproteobacteria,Pasteurellales,Proteobacteria,Bacteria,,Bacteria,Pasteurellaceae,Pasteurellales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,93.0,0.5255721955,12.0,0.0678502771,12.0,0.0725250816,,,,
182,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:stercorea,10,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:stercorea,Prevotellaceae,Prevotella,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,stercorea,Bacteria,stercorea,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Astercorea,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,180.0,1.0878762239,195.0,1.4462656679,10.0,0.4347826087
183,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Pelosinus,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Pelosinus,Veillonellaceae,Pelosinus,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Pelosinus,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253APelosinus,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,1201.0,7.2585519159,1.0,0.007416747,,
184,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia:satelles,15,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia:satelles,Lachnospiraceae,Shuttleworthia,Clostridia,Clostridiales,Firmicutes,Bacteria,satelles,Bacteria,satelles,Shuttleworthia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AShuttleworthia%253Asatelles,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,3965.0,23.9634957089,38.0,0.2818363866,15.0,0.652173913
185,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:5-7N15,5,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:5-7N15,Bacteroidaceae,5-7N15,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,5-7N15,Bacteroidaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253A5-7N15,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,2472.0,14.9401668077,5.0,0.0370837351,,
186,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides,3192,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides,Porphyromonadaceae,Parabacteroides,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Parabacteroides,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253AParabacteroides,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,3790.0,22.9058382691,3349.0,24.8386857524,,
187,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:ovatus,68,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:ovatus,Bacteroidaceae,Bacteroides,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,ovatus,Bacteria,ovatus,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aovatus,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,2472.0,14.9401668077,2443.0,18.1191129571,68.0,2.9565217391
188,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:longum,212,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:longum,Bifidobacteriaceae,Bifidobacterium,Actinobacteria,Bifidobacteriales,Actinobacteria,Bacteria,longum,Bacteria,longum,Bifidobacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae%253ABifidobacterium%253Alongum,MGYA00005292,17680.0,99.915230291,1021.0,5.769991523,1002.0,5.6626165583,984.0,5.5637227185,984.0,5.9470566904,916.0,6.7937402655,212.0,9.2173913043
189,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Faecalibacterium:prausnitzii,1020,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Faecalibacterium:prausnitzii,Ruminococcaceae,Faecalibacterium,Clostridia,Clostridiales,Firmicutes,Bacteria,prausnitzii,Bacteria,prausnitzii,Faecalibacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AFaecalibacterium%253Aprausnitzii,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,2051.0,12.3957451952,1020.0,7.5650819551,1020.0,44.347826087
190,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Butyrivibrio,13,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Butyrivibrio,Lachnospiraceae,Butyrivibrio,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Butyrivibrio,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AButyrivibrio,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,3965.0,23.9634957089,13.0,0.0964177112,,
191,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae,63,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae,Enterobacteriaceae,,Gammaproteobacteria,Enterobacteriales,Proteobacteria,Bacteria,,Bacteria,Enterobacteriaceae,Enterobacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,93.0,0.5255721955,71.0,0.4014474726,71.0,0.4291067327,,,,
192,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Xanthomonadales:Sinobacteraceae,1,Bacteria:Proteobacteria:Gammaproteobacteria:Xanthomonadales:Sinobacteraceae,Sinobacteraceae,,Gammaproteobacteria,Xanthomonadales,Proteobacteria,Bacteria,,Bacteria,Sinobacteraceae,Xanthomonadales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AXanthomonadales%253ASinobacteraceae,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,93.0,0.5255721955,1.0,0.0056541898,1.0,0.0060437568,,,,
193,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Coprococcus,279,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Coprococcus,Lachnospiraceae,Coprococcus,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Coprococcus,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ACoprococcus,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,3965.0,23.9634957089,283.0,2.0989394052,,
194,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae,37,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae,Clostridiaceae,,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Clostridiaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,131.0,0.7917321407,,,,
195,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae,45,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae,Veillonellaceae,,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Veillonellaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,1201.0,7.2585519159,,,,
196,organisms,Bacteria:Proteobacteria:Alphaproteobacteria:RF32,30,Bacteria:Proteobacteria:Alphaproteobacteria:RF32,,,Alphaproteobacteria,RF32,Proteobacteria,Bacteria,,Bacteria,RF32,Alphaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AAlphaproteobacteria%253ARF32,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,30.0,0.1695394179,30.0,0.1696256926,,,,,,
197,organisms,Bacteria:TM7:TM7-3:I025:Rs-045,2,Bacteria:TM7:TM7-3:I025:Rs-045,Rs-045,,TM7-3,I025,TM7,Bacteria,,Bacteria,Rs-045,I025,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ATM7%253ATM7-3%253AI025%253ARs-045,MGYA00005292,17680.0,99.915230291,4.0,0.0226052557,4.0,0.0226052557,2.0,0.0113083795,2.0,0.0120875136,,,,
