,type,id,attributes_count,attributes.lineage,attributes.hierarchy.order,attributes.hierarchy.species,attributes.hierarchy.family,attributes.hierarchy.kingdom,attributes.hierarchy.genus,attributes.hierarchy.phylum,attributes.hierarchy.class,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
158,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Pectinatus,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Pectinatus,Clostridiales,,Veillonellaceae,Bacteria,Pectinatus,Firmicutes,Clostridia,Bacteria,Pectinatus,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253APectinatus,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,842.0,1.2094399517,2.0,0.0041984172,,
159,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:caccae,14,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:caccae,Bacteroidales,caccae,Bacteroidaceae,Bacteria,Bacteroides,Bacteroidetes,Bacteroidia,Bacteria,caccae,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Acaccae,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,15781.0,22.6676625634,15716.0,32.9911623318,14.0,0.0807381776
160,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:animalis,11,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:animalis,Bifidobacteriales,animalis,Bifidobacteriaceae,Bacteria,Bifidobacterium,Actinobacteria,Actinobacteria,Bacteria,animalis,Bifidobacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae%253ABifidobacterium%253Aanimalis,MGYA00005312,71732.0,100.0,296.0,0.4126470752,212.0,0.2955445268,167.0,0.232843479,167.0,0.2398770451,158.0,0.3316749585,11.0,0.0634371396
161,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Coprococcus:eutactus,27,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Coprococcus:eutactus,Clostridiales,eutactus,Lachnospiraceae,Bacteria,Coprococcus,Firmicutes,Clostridia,Bacteria,eutactus,Coprococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ACoprococcus%253Aeutactus,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,8887.0,12.7651934098,663.0,1.3917753007,27.0,0.1557093426
162,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Dialister,120,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Dialister,Clostridiales,,Veillonellaceae,Bacteria,Dialister,Firmicutes,Clostridia,Bacteria,Dialister,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253ADialister,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,842.0,1.2094399517,120.0,0.2519050318,,
163,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Microbacteriaceae,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Microbacteriaceae,Actinomycetales,,Microbacteriaceae,Bacteria,,Actinobacteria,Actinobacteria,Bacteria,Microbacteriaceae,Actinomycetales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AMicrobacteriaceae,MGYA00005312,71732.0,100.0,296.0,0.4126470752,212.0,0.2955445268,45.0,0.0627422548,1.0,0.0014363895,,,,
164,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:uniformis,1814,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:uniformis,Bacteroidales,uniformis,Bacteroidaceae,Bacteria,Bacteroides,Bacteroidetes,Bacteroidia,Bacteria,uniformis,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Auniformis,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,15781.0,22.6676625634,15716.0,32.9911623318,1814.0,10.461361015
165,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus:parasuis,2,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus:parasuis,Pasteurellales,parasuis,Pasteurellaceae,Bacteria,Haemophilus,Proteobacteria,Gammaproteobacteria,Bacteria,parasuis,Haemophilus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AHaemophilus%253Aparasuis,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,228.0,0.3178940911,226.0,0.3246240251,208.0,0.4366353885,2.0,0.0115340254
166,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Rhodocyclales:Rhodocyclaceae,1,Bacteria:Proteobacteria:Betaproteobacteria:Rhodocyclales:Rhodocyclaceae,Rhodocyclales,,Rhodocyclaceae,Bacteria,,Proteobacteria,Betaproteobacteria,Bacteria,Rhodocyclaceae,Rhodocyclales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ARhodocyclales%253ARhodocyclaceae,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,444.0,0.6189706128,1.0,0.0013942723,1.0,0.0014363895,,,,
167,organisms,Bacteria:Proteobacteria:Betaproteobacteria,2,Bacteria:Proteobacteria:Betaproteobacteria,,,,Bacteria,,Proteobacteria,Betaproteobacteria,Bacteria,Betaproteobacteria,Proteobacteria,class,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,444.0,0.6189706128,,,,,,,,
168,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Coprobacillus:cateniformis,3,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Coprobacillus:cateniformis,Erysipelotrichales,cateniformis,Erysipelotrichaceae,Bacteria,Coprobacillus,Firmicutes,Erysipelotrichi,Bacteria,cateniformis,Coprobacillus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253ACoprobacillus%253Acateniformis,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,626.0,0.872692801,626.0,0.8728144781,626.0,0.8991798216,20.0,0.041984172,3.0,0.0173010381
169,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus:zeae,1,Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus:zeae,Lactobacillales,zeae,Lactobacillaceae,Bacteria,Lactobacillus,Firmicutes,Bacilli,Bacteria,zeae,Lactobacillus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253ALactobacillaceae%253ALactobacillus%253Azeae,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,360.0,0.5018680645,328.0,0.457321324,13.0,0.0186730634,13.0,0.0272897118,1.0,0.0057670127
170,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Paludibacter,2,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Paludibacter,Bacteroidales,,Porphyromonadaceae,Bacteria,Paludibacter,Bacteroidetes,Bacteroidia,Bacteria,Paludibacter,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253APaludibacter,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,1720.0,2.4705899252,2.0,0.0041984172,,
171,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus,247,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus,Lactobacillales,,Streptococcaceae,Bacteria,Streptococcus,Firmicutes,Bacilli,Bacteria,Streptococcus,Streptococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AStreptococcaceae%253AStreptococcus,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,360.0,0.5018680645,328.0,0.457321324,252.0,0.3619701518,247.0,0.5185045238,,
172,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:vadinHB04,42,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:vadinHB04,Clostridiales,,Veillonellaceae,Bacteria,vadinHB04,Firmicutes,Clostridia,Bacteria,vadinHB04,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AvadinHB04,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,842.0,1.2094399517,42.0,0.0881667611,,
173,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Vibrionales:Vibrionaceae:Vibrio,51,Bacteria:Proteobacteria:Gammaproteobacteria:Vibrionales:Vibrionaceae:Vibrio,Vibrionales,,Vibrionaceae,Bacteria,Vibrio,Proteobacteria,Gammaproteobacteria,Bacteria,Vibrio,Vibrionaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AVibrionales%253AVibrionaceae%253AVibrio,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,67.0,0.0934162461,52.0,0.0746922536,51.0,0.1070596385,,
174,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Trabulsiella,112,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Trabulsiella,Enterobacteriales,,Enterobacteriaceae,Bacteria,Trabulsiella,Proteobacteria,Gammaproteobacteria,Bacteria,Trabulsiella,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ATrabulsiella,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,118.0,0.2477066146,,
175,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Chromatiales,3,Bacteria:Proteobacteria:Gammaproteobacteria:Chromatiales,Chromatiales,,,Bacteria,,Proteobacteria,Gammaproteobacteria,Bacteria,Chromatiales,Gammaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AChromatiales,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,7.0,0.0097599063,,,,,,
176,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Serratia,827,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Serratia,Enterobacteriales,,Enterobacteriaceae,Bacteria,Serratia,Proteobacteria,Gammaproteobacteria,Bacteria,Serratia,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ASerratia,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,1496.0,3.1404160631,,
177,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Sporomusa,14,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Sporomusa,Clostridiales,,Veillonellaceae,Bacteria,Sporomusa,Firmicutes,Clostridia,Bacteria,Sporomusa,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253ASporomusa,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,842.0,1.2094399517,14.0,0.0293889204,,
178,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Eubacteriaceae:Anaerofustis,6,Bacteria:Firmicutes:Clostridia:Clostridiales:Eubacteriaceae:Anaerofustis,Clostridiales,,Eubacteriaceae,Bacteria,Anaerofustis,Firmicutes,Clostridia,Bacteria,Anaerofustis,Eubacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AEubacteriaceae%253AAnaerofustis,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,6.0,0.0086183369,6.0,0.0125952516,,
179,organisms,Bacteria:Proteobacteria:Deltaproteobacteria,1,Bacteria:Proteobacteria:Deltaproteobacteria,,,,Bacteria,,Proteobacteria,Deltaproteobacteria,Bacteria,Deltaproteobacteria,Proteobacteria,class,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ADeltaproteobacteria,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,4.0,0.0055763118,,,,,,,,
180,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Aquamonas:haywardensis,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Aquamonas:haywardensis,Enterobacteriales,haywardensis,Enterobacteriaceae,Bacteria,Aquamonas,Proteobacteria,Gammaproteobacteria,Bacteria,haywardensis,Aquamonas,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AAquamonas%253Ahaywardensis,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,1.0,0.0020992086,1.0,0.0057670127
181,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Nocardiaceae:Nocardia,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Nocardiaceae:Nocardia,Actinomycetales,,Nocardiaceae,Bacteria,Nocardia,Actinobacteria,Actinobacteria,Bacteria,Nocardia,Nocardiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253ANocardiaceae%253ANocardia,MGYA00005312,71732.0,100.0,296.0,0.4126470752,212.0,0.2955445268,45.0,0.0627422548,1.0,0.0014363895,1.0,0.0020992086,,
182,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Clostridium:cocleatum,4,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Clostridium:cocleatum,Erysipelotrichales,cocleatum,Erysipelotrichaceae,Bacteria,Clostridium,Firmicutes,Erysipelotrichi,Bacteria,cocleatum,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AClostridium%253Acocleatum,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,626.0,0.872692801,626.0,0.8728144781,626.0,0.8991798216,321.0,0.6738459601,4.0,0.0230680507
183,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:pseudolongum,1,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:pseudolongum,Bifidobacteriales,pseudolongum,Bifidobacteriaceae,Bacteria,Bifidobacterium,Actinobacteria,Actinobacteria,Bacteria,pseudolongum,Bifidobacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae%253ABifidobacterium%253Apseudolongum,MGYA00005312,71732.0,100.0,296.0,0.4126470752,212.0,0.2955445268,167.0,0.232843479,167.0,0.2398770451,158.0,0.3316749585,1.0,0.0057670127
184,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Enterobacter:cloacae,74,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Enterobacter:cloacae,Enterobacteriales,cloacae,Enterobacteriaceae,Bacteria,Enterobacter,Proteobacteria,Gammaproteobacteria,Bacteria,cloacae,Enterobacter,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AEnterobacter%253Acloacae,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,113.0,0.2372105716,74.0,0.4267589389
185,organisms,Bacteria:Proteobacteria:Betaproteobacteria:MWH-UniP1,2,Bacteria:Proteobacteria:Betaproteobacteria:MWH-UniP1,MWH-UniP1,,,Bacteria,,Proteobacteria,Betaproteobacteria,Bacteria,MWH-UniP1,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AMWH-UniP1,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,444.0,0.6189706128,2.0,0.0027885447,,,,,,
186,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:acidifaciens,110,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:acidifaciens,Bacteroidales,acidifaciens,Bacteroidaceae,Bacteria,Bacteroides,Bacteroidetes,Bacteroidia,Bacteria,acidifaciens,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aacidifaciens,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,15781.0,22.6676625634,15716.0,32.9911623318,110.0,0.6343713956
187,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Ramlibacter,2,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Ramlibacter,Burkholderiales,,Comamonadaceae,Bacteria,Ramlibacter,Proteobacteria,Betaproteobacteria,Bacteria,Ramlibacter,Comamonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AComamonadaceae%253ARamlibacter,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,444.0,0.6189706128,426.0,0.5939600123,19.0,0.0272914003,2.0,0.0041984172,,
188,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium,1,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium,Erysipelotrichales,,Erysipelotrichaceae,Bacteria,Eubacterium,Firmicutes,Erysipelotrichi,Bacteria,Eubacterium,Erysipelotrichaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AEubacterium,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,626.0,0.872692801,626.0,0.8728144781,626.0,0.8991798216,335.0,0.7032348805,,
189,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella,15,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella,Coriobacteriales,,Coriobacteriaceae,Bacteria,Collinsella,Actinobacteria,Coriobacteriia,Bacteria,Collinsella,Coriobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae%253ACollinsella,MGYA00005312,71732.0,100.0,296.0,0.4126470752,81.0,0.1129203145,81.0,0.1129360587,81.0,0.1163475488,16.0,0.0335873376,,
190,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:S24-7,88,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:S24-7,Bacteroidales,,S24-7,Bacteria,,Bacteroidetes,Bacteroidia,Bacteria,S24-7,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AS24-7,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,88.0,0.1264022752,,,,
191,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:adolescentis,9,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:adolescentis,Bifidobacteriales,adolescentis,Bifidobacteriaceae,Bacteria,Bifidobacterium,Actinobacteria,Actinobacteria,Bacteria,adolescentis,Bifidobacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae%253ABifidobacterium%253Aadolescentis,MGYA00005312,71732.0,100.0,296.0,0.4126470752,212.0,0.2955445268,167.0,0.232843479,167.0,0.2398770451,158.0,0.3316749585,9.0,0.0519031142
192,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Mannheimia,1,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Mannheimia,Pasteurellales,,Pasteurellaceae,Bacteria,Mannheimia,Proteobacteria,Gammaproteobacteria,Bacteria,Mannheimia,Pasteurellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AMannheimia,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,228.0,0.3178940911,226.0,0.3246240251,1.0,0.0020992086,,
193,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides,13402,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides,Bacteroidales,,Bacteroidaceae,Bacteria,Bacteroides,Bacteroidetes,Bacteroidia,Bacteria,Bacteroides,Bacteroidaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,15781.0,22.6676625634,15716.0,32.9911623318,,
194,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Peptostreptococcus:anaerobius,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Peptostreptococcus:anaerobius,Clostridiales,anaerobius,Peptostreptococcaceae,Bacteria,Peptostreptococcus,Firmicutes,Clostridia,Bacteria,anaerobius,Peptostreptococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptostreptococcaceae%253APeptostreptococcus%253Aanaerobius,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,224.0,0.3217512461,1.0,0.0020992086,1.0,0.0057670127
195,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:barnesiae,6,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:barnesiae,Bacteroidales,barnesiae,Bacteroidaceae,Bacteria,Bacteroides,Bacteroidetes,Bacteroidia,Bacteria,barnesiae,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Abarnesiae,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,15781.0,22.6676625634,15716.0,32.9911623318,6.0,0.0346020761
196,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae:Sutterella,392,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae:Sutterella,Burkholderiales,,Alcaligenaceae,Bacteria,Sutterella,Proteobacteria,Betaproteobacteria,Bacteria,Sutterella,Alcaligenaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AAlcaligenaceae%253ASutterella,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,444.0,0.6189706128,426.0,0.5939600123,395.0,0.5673738491,392.0,0.8228897706,,
