,type,id,attributes.samples-count,attributes.biome-name,attributes.lineage,relationships.samples.links.related,relationships.studies.links.related,relationships.genomes.links.related,relationships.children.links.related,links.self
36,biomes,root:Engineered:Industrial production,13,Industrial production,root:Engineered:Industrial production,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Industrial%20production/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Industrial%20production/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Industrial%20production/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Industrial%20production/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Industrial%20production
37,biomes,root:Engineered:Industrial production:Engineered product,0,Engineered product,root:Engineered:Industrial production:Engineered product,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Industrial%20production:Engineered%20product/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Industrial%20production:Engineered%20product/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Industrial%20production:Engineered%20product/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Industrial%20production:Engineered%20product/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Industrial%20production:Engineered%20product
38,biomes,root:Engineered:Lab enrichment,259,Lab enrichment,root:Engineered:Lab enrichment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment
39,biomes,root:Engineered:Lab enrichment:Defined media,80,Defined media,root:Engineered:Lab enrichment:Defined media,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media
40,biomes,root:Engineered:Lab enrichment:Defined media:Aerobic media,0,Aerobic media,root:Engineered:Lab enrichment:Defined media:Aerobic media,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Aerobic%20media/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Aerobic%20media/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Aerobic%20media/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Aerobic%20media/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Aerobic%20media
41,biomes,root:Engineered:Lab enrichment:Defined media:Anaerobic media,63,Anaerobic media,root:Engineered:Lab enrichment:Defined media:Anaerobic media,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Anaerobic%20media/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Anaerobic%20media/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Anaerobic%20media/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Anaerobic%20media/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Anaerobic%20media
42,biomes,root:Engineered:Lab enrichment:Defined media:Marine media,53,Marine media,root:Engineered:Lab enrichment:Defined media:Marine media,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Marine%20media/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Marine%20media/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Marine%20media/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Marine%20media/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Marine%20media
43,biomes,root:Engineered:Lab enrichment:Defined media:Marine media:Algoconsortia,0,Algoconsortia,root:Engineered:Lab enrichment:Defined media:Marine media:Algoconsortia,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Marine%20media:Algoconsortia/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Marine%20media:Algoconsortia/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Marine%20media:Algoconsortia/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Marine%20media:Algoconsortia/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Marine%20media:Algoconsortia
44,biomes,root:Engineered:Lab enrichment:Undefined media,0,Undefined media,root:Engineered:Lab enrichment:Undefined media,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Undefined%20media/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Undefined%20media/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Undefined%20media/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Undefined%20media/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Undefined%20media
45,biomes,root:Engineered:Lab Synthesis,176,Lab Synthesis,root:Engineered:Lab Synthesis,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20Synthesis/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20Synthesis/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20Synthesis/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20Synthesis/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20Synthesis
46,biomes,root:Engineered:Lab Synthesis:Genetic cross,26,Genetic cross,root:Engineered:Lab Synthesis:Genetic cross,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20Synthesis:Genetic%20cross/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20Synthesis:Genetic%20cross/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20Synthesis:Genetic%20cross/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20Synthesis:Genetic%20cross/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20Synthesis:Genetic%20cross
47,biomes,root:Engineered:Modeled,99,Modeled,root:Engineered:Modeled,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled
48,biomes,root:Engineered:Modeled:Simulated communities (DNA mixture),59,Simulated communities (DNA mixture),root:Engineered:Modeled:Simulated communities (DNA mixture),https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(DNA%20mixture)/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(DNA%20mixture)/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(DNA%20mixture)/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(DNA%20mixture)/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(DNA%20mixture)
49,biomes,root:Engineered:Modeled:Simulated communities (microbial mixture),656,Simulated communities (microbial mixture),root:Engineered:Modeled:Simulated communities (microbial mixture),https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(microbial%20mixture)/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(microbial%20mixture)/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(microbial%20mixture)/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(microbial%20mixture)/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(microbial%20mixture)
50,biomes,root:Engineered:Modeled:Simulated communities (sequence read mixture),67,Simulated communities (sequence read mixture),root:Engineered:Modeled:Simulated communities (sequence read mixture),https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(sequence%20read%20mixture)/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(sequence%20read%20mixture)/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(sequence%20read%20mixture)/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(sequence%20read%20mixture)/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(sequence%20read%20mixture)
51,biomes,root:Engineered:Modeled:Simulated communities (sequence read mixture):Sanger,0,Sanger,root:Engineered:Modeled:Simulated communities (sequence read mixture):Sanger,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(sequence%20read%20mixture):Sanger/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(sequence%20read%20mixture):Sanger/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(sequence%20read%20mixture):Sanger/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(sequence%20read%20mixture):Sanger/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(sequence%20read%20mixture):Sanger
52,biomes,root:Engineered:Solid waste,141,Solid waste,root:Engineered:Solid waste,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste
53,biomes,root:Engineered:Solid waste:Composting,159,Composting,root:Engineered:Solid waste:Composting,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting
54,biomes,root:Engineered:Solid waste:Composting:Grass,3,Grass,root:Engineered:Solid waste:Composting:Grass,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Grass/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Grass/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Grass/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Grass/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Grass
55,biomes,root:Engineered:Solid waste:Composting:Grass:Bioreactor,0,Bioreactor,root:Engineered:Solid waste:Composting:Grass:Bioreactor,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Grass:Bioreactor/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Grass:Bioreactor/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Grass:Bioreactor/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Grass:Bioreactor/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Grass:Bioreactor
56,biomes,root:Engineered:Solid waste:Composting:Bioreactor,2,Bioreactor,root:Engineered:Solid waste:Composting:Bioreactor,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Bioreactor/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Bioreactor/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Bioreactor/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Bioreactor/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Bioreactor
57,biomes,root:Engineered:Solid waste:Composting:Wood,111,Wood,root:Engineered:Solid waste:Composting:Wood,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Wood/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Wood/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Wood/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Wood/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Wood
58,biomes,root:Engineered:Solid waste:Composting:Wood:Bioreactor,0,Bioreactor,root:Engineered:Solid waste:Composting:Wood:Bioreactor,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Wood:Bioreactor/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Wood:Bioreactor/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Wood:Bioreactor/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Wood:Bioreactor/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Wood:Bioreactor
59,biomes,root:Engineered:Solid waste:Landfill,1,Landfill,root:Engineered:Solid waste:Landfill,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Landfill/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Landfill/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Landfill/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Landfill/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Landfill
60,biomes,root:Engineered:Solid waste:Solid animal waste,12,Solid animal waste,root:Engineered:Solid waste:Solid animal waste,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Solid%20animal%20waste/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Solid%20animal%20waste/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Solid%20animal%20waste/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Solid%20animal%20waste/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Solid%20animal%20waste
61,biomes,root:Engineered:Wastewater,597,Wastewater,root:Engineered:Wastewater,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater
62,biomes,root:Engineered:Wastewater:Activated Sludge,1252,Activated Sludge,root:Engineered:Wastewater:Activated Sludge,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Activated%20Sludge/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Activated%20Sludge/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Activated%20Sludge/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Activated%20Sludge/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Activated%20Sludge
63,biomes,root:Engineered:Wastewater:Industrial wastewater,306,Industrial wastewater,root:Engineered:Wastewater:Industrial wastewater,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Industrial%20wastewater/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Industrial%20wastewater/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Industrial%20wastewater/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Industrial%20wastewater/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Industrial%20wastewater
